Region,Block,Management,Site,Transect,Year,damsel,wrasse,parrotfish,grouper
C,Block 5,b,Site 2,Transect 3,2011,26,0,26,0
C,Block 5,b,Site 2,Transect 3,2012,27,0,34,0
C,Block 5,b,Site 2,Transect 3,2013,0,0,30,1
C,Block 5,b,Site 2,Transect 3,2014,24,26,27,0
D,Block 1,a,Site 1,Transect 1,2000,0,0,50,0
D,Block 1,a,Site 1,Transect 1,2001,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2002,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2003,0,0,53,0
D,Block 1,a,Site 1,Transect 1,2004,0,0,52,0
D,Block 1,a,Site 1,Transect 1,2005,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2006,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2007,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2008,0,0,45,0
D,Block 1,a,Site 1,Transect 1,2009,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2010,0,0,70,0
D,Block 1,a,Site 1,Transect 1,2011,0,NA,45,0
D,Block 1,a,Site 1,Transect 1,2012,0,0,0,0
D,Block 1,a,Site 1,Transect 1,2013,0,0,57,0
D,Block 1,a,Site 1,Transect 1,2014,0,0,0,0
D,Block 1,a,Site 1,Transect 2,2000,0,0,53,0
D,Block 1,a,Site 1,Transect 2,2001,0,4,54,0
D,Block 1,a,Site 1,Transect 2,2002,6,4,51,0
D,Block 1,a,Site 1,Transect 2,2003,0,0,47,0
D,Block 1,a,Site 1,Transect 2,2004,0,0,0,0
D,Block 1,a,Site 1,Transect 2,2005,0,2,57,0
D,Block 1,a,Site 1,Transect 2,2006,1,0,64,0
D,Block 1,a,Site 1,Transect 2,2007,1,0,0,0
D,Block 1,a,Site 1,Transect 2,2008,0,0,53,0
D,Block 1,a,Site 1,Transect 2,2009,0,0,0,0
D,Block 1,a,Site 1,Transect 2,2010,0,0,64,0
D,Block 1,a,Site 1,Transect 2,2011,0,0,55,0
D,Block 1,a,Site 1,Transect 2,2012,0,0,38,0
D,Block 1,a,Site 1,Transect 2,2013,0,0,60,0
D,Block 1,a,Site 1,Transect 2,2014,0,NA,53,0
D,Block 1,a,Site 1,Transect 3,2000,0,0,51,0
D,Block 1,a,Site 1,Transect 3,2001,0,0,59,0
D,Block 1,a,Site 1,Transect 3,2002,0,0,47,0
D,Block 1,a,Site 1,Transect 3,2003,0,0,66,0
D,Block 1,a,Site 1,Transect 3,2004,0,0,0,0
D,Block 1,a,Site 1,Transect 3,2005,0,0,59,0
D,Block 1,a,Site 1,Transect 3,2006,0,0,0,0
D,Block 1,a,Site 1,Transect 3,2007,0,0,63,0
D,Block 1,a,Site 1,Transect 3,2008,0,0,54,0
D,Block 1,a,Site 1,Transect 3,2009,0,0,54,0
D,Block 1,a,Site 1,Transect 3,2010,0,0,64,0
D,Block 1,a,Site 1,Transect 3,2011,0,0,44,0
D,Block 1,a,Site 1,Transect 3,2012,0,0,61,0
D,Block 1,a,Site 1,Transect 3,2013,0,0,55,0
D,Block 1,a,Site 1,Transect 3,2014,0,0,66,0
D,Block 1,a,Site 2,Transect 1,2000,18,23,0,0
D,Block 1,a,Site 2,Transect 1,2001,11,14,0,0
D,Block 1,a,Site 2,Transect 1,2002,0,28,27,0
D,Block 1,a,Site 2,Transect 1,2003,19,0,36,0
D,Block 1,a,Site 2,Transect 1,2004,0,0,42,0
D,Block 1,a,Site 2,Transect 1,2005,0,0,0,0
D,Block 1,a,Site 2,Transect 1,2006,0,19,0,0
D,Block 1,a,Site 2,Transect 1,2007,0,0,0,0
D,Block 1,a,Site 2,Transect 1,2008,18,14,35,0
D,Block 1,a,Site 2,Transect 1,2009,0,0,39,0
D,Block 1,a,Site 2,Transect 1,2010,16,17,0,0
D,Block 1,a,Site 2,Transect 1,2011,17,9,37,0
D,Block 1,a,Site 2,Transect 1,2012,9,11,0,0
D,Block 1,a,Site 2,Transect 1,2013,0,0,32,NA
D,Block 1,a,Site 2,Transect 1,2014,11,0,44,0
D,Block 1,a,Site 2,Transect 2,2000,10,9,37,2
D,Block 1,a,Site 2,Transect 2,2001,0,5,46,0
D,Block 1,a,Site 2,Transect 2,2002,14,0,0,2
D,Block 1,a,Site 2,Transect 2,2003,10,16,55,0
D,Block 1,a,Site 2,Transect 2,2004,0,0,0,0
D,Block 1,a,Site 2,Transect 2,2005,6,0,53,0
D,Block 1,a,Site 2,Transect 2,2006,0,0,0,1
D,Block 1,a,Site 2,Transect 2,2007,0,0,53,0
D,Block 1,a,Site 2,Transect 2,2008,0,0,39,0
D,Block 1,a,Site 2,Transect 2,2009,2,3,44,0
D,Block 1,a,Site 2,Transect 2,2010,0,0,66,0
D,Block 1,a,Site 2,Transect 2,2011,0,2,0,0
D,Block 1,a,Site 2,Transect 2,2012,1,0,58,0
D,Block 1,a,Site 2,Transect 2,2013,5,0,51,1
D,Block 1,a,Site 2,Transect 2,2014,1,1,67,0
D,Block 1,a,Site 2,Transect 3,2000,0,0,8,4
D,Block 1,a,Site 2,Transect 3,2001,52,0,10,7
D,Block 1,a,Site 2,Transect 3,2002,53,0,4,0
D,Block 1,a,Site 2,Transect 3,2003,0,40,0,0
D,Block 1,a,Site 2,Transect 3,2004,61,0,17,5
D,Block 1,a,Site 2,Transect 3,2005,0,0,10,0
D,Block 1,a,Site 2,Transect 3,2006,49,43,6,6
D,Block 1,a,Site 2,Transect 3,2007,0,43,19,0
D,Block 1,a,Site 2,Transect 3,2008,0,0,16,0
D,Block 1,a,Site 2,Transect 3,2009,38,0,9,0
D,Block 1,a,Site 2,Transect 3,2010,0,0,18,0
D,Block 1,a,Site 2,Transect 3,2011,0,0,16,0
D,Block 1,a,Site 2,Transect 3,2012,21,0,22,0
D,Block 1,a,Site 2,Transect 3,2013,27,0,0,0
D,Block 1,a,Site 2,Transect 3,2014,35,0,17,0
D,Block 1,b,Site 1,Transect 1,2000,0,0,55,0
D,Block 1,b,Site 1,Transect 1,2001,0,0,52,0
D,Block 1,b,Site 1,Transect 1,2002,0,0,59,0
D,Block 1,b,Site 1,Transect 1,2003,0,0,67,0
D,Block 1,b,Site 1,Transect 1,2004,0,0,41,0
D,Block 1,b,Site 1,Transect 1,2005,0,0,51,0
D,Block 1,b,Site 1,Transect 1,2006,14,9,47,0
D,Block 1,b,Site 1,Transect 1,2007,4,2,0,0
D,Block 1,b,Site 1,Transect 1,2008,3,1,59,0
D,Block 1,b,Site 1,Transect 1,2009,0,0,0,0
D,Block 1,b,Site 1,Transect 1,2010,3,0,55,0
D,Block 1,b,Site 1,Transect 1,2011,0,0,79,0
D,Block 1,b,Site 1,Transect 1,2012,0,0,53,0
D,Block 1,b,Site 1,Transect 1,2013,2,0,64,0
D,Block 1,b,Site 1,Transect 1,2014,0,0,0,1
D,Block 1,b,Site 1,Transect 2,2000,0,0,52,0
D,Block 1,b,Site 1,Transect 2,2001,0,0,0,1
D,Block 1,b,Site 1,Transect 2,2002,5,0,57,0
D,Block 1,b,Site 1,Transect 2,2003,3,0,46,0
D,Block 1,b,Site 1,Transect 2,2004,0,3,52,0
D,Block 1,b,Site 1,Transect 2,2005,9,10,52,1
D,Block 1,b,Site 1,Transect 2,2006,0,0,43,2
D,Block 1,b,Site 1,Transect 2,2007,0,0,38,0
D,Block 1,b,Site 1,Transect 2,2008,10,10,51,0
D,Block 1,b,Site 1,Transect 2,2009,0,8,49,1
D,Block 1,b,Site 1,Transect 2,2010,0,0,0,0
D,Block 1,b,Site 1,Transect 2,2011,10,7,53,0
D,Block 1,b,Site 1,Transect 2,2012,0,0,0,0
D,Block 1,b,Site 1,Transect 2,2013,6,0,0,0
D,Block 1,b,Site 1,Transect 2,2014,13,0,60,0
D,Block 1,b,Site 1,Transect 3,2000,0,0,0,0
D,Block 1,b,Site 1,Transect 3,2001,0,0,56,0
D,Block 1,b,Site 1,Transect 3,2002,0,0,66,0
D,Block 1,b,Site 1,Transect 3,2003,0,0,58,0
D,Block 1,b,Site 1,Transect 3,2004,0,0,68,0
D,Block 1,b,Site 1,Transect 3,2005,0,0,63,0
D,Block 1,b,Site 1,Transect 3,2006,2,4,46,0
D,Block 1,b,Site 1,Transect 3,2007,0,0,52,0
D,Block 1,b,Site 1,Transect 3,2008,0,0,69,0
D,Block 1,b,Site 1,Transect 3,2009,0,0,0,0
D,Block 1,b,Site 1,Transect 3,2010,0,0,48,0
D,Block 1,b,Site 1,Transect 3,2011,0,0,0,0
D,Block 1,b,Site 1,Transect 3,2012,0,0,59,0
D,Block 1,b,Site 1,Transect 3,2013,0,0,60,0
D,Block 1,b,Site 1,Transect 3,2014,0,0,50,0
D,Block 1,b,Site 2,Transect 1,2000,0,18,45,0
D,Block 1,b,Site 2,Transect 1,2001,22,0,37,0
D,Block 1,b,Site 2,Transect 1,2002,0,20,28,3
D,Block 1,b,Site 2,Transect 1,2003,13,16,0,0
D,Block 1,b,Site 2,Transect 1,2004,25,0,47,3
D,Block 1,b,Site 2,Transect 1,2005,0,0,37,0
D,Block 1,b,Site 2,Transect 1,2006,32,0,23,5
D,Block 1,b,Site 2,Transect 1,2007,32,0,24,0
D,Block 1,b,Site 2,Transect 1,2008,20,0,28,0
D,Block 1,b,Site 2,Transect 1,2009,0,22,32,3
D,Block 1,b,Site 2,Transect 1,2010,19,21,32,0
D,Block 1,b,Site 2,Transect 1,2011,0,17,0,2
D,Block 1,b,Site 2,Transect 1,2012,14,0,45,1
D,Block 1,b,Site 2,Transect 1,2013,0,0,43,0
D,Block 1,b,Site 2,Transect 1,2014,0,0,35,0
D,Block 1,b,Site 2,Transect 2,2000,0,2,45,0
D,Block 1,b,Site 2,Transect 2,2001,0,6,53,0
D,Block 1,b,Site 2,Transect 2,2002,0,0,48,0
D,Block 1,b,Site 2,Transect 2,2003,0,8,46,0
D,Block 1,b,Site 2,Transect 2,2004,10,7,40,1
D,Block 1,b,Site 2,Transect 2,2005,0,14,36,0
D,Block 1,b,Site 2,Transect 2,2006,19,0,0,0
D,Block 1,b,Site 2,Transect 2,2007,26,0,38,0
D,Block 1,b,Site 2,Transect 2,2008,18,0,28,1
D,Block 1,b,Site 2,Transect 2,2009,0,11,0,0
D,Block 1,b,Site 2,Transect 2,2010,7,0,38,0
D,Block 1,b,Site 2,Transect 2,2011,0,8,0,2
D,Block 1,b,Site 2,Transect 2,2012,0,0,38,0
D,Block 1,b,Site 2,Transect 2,2013,16,0,35,0
D,Block 1,b,Site 2,Transect 2,2014,0,0,0,0
D,Block 1,b,Site 2,Transect 3,2000,48,0,15,0
D,Block 1,b,Site 2,Transect 3,2001,0,42,0,0
D,Block 1,b,Site 2,Transect 3,2002,43,42,5,6
D,Block 1,b,Site 2,Transect 3,2003,44,55,11,0
D,Block 1,b,Site 2,Transect 3,2004,0,0,17,0
D,Block 1,b,Site 2,Transect 3,2005,55,42,1,0
D,Block 1,b,Site 2,Transect 3,2006,46,58,0,7
D,Block 1,b,Site 2,Transect 3,2007,61,50,2,0
D,Block 1,b,Site 2,Transect 3,2008,0,61,0,4
D,Block 1,b,Site 2,Transect 3,2009,51,0,4,4
D,Block 1,b,Site 2,Transect 3,2010,55,0,7,0
D,Block 1,b,Site 2,Transect 3,2011,0,44,10,0
D,Block 1,b,Site 2,Transect 3,2012,44,39,17,0
D,Block 1,b,Site 2,Transect 3,2013,43,0,12,4
D,Block 1,b,Site 2,Transect 3,2014,57,0,0,4
D,Block 2,a,Site 1,Transect 1,2000,1,0,66,0
D,Block 2,a,Site 1,Transect 1,2001,0,0,53,0
D,Block 2,a,Site 1,Transect 1,2002,5,2,58,0
D,Block 2,a,Site 1,Transect 1,2003,2,0,55,0
D,Block 2,a,Site 1,Transect 1,2004,1,2,0,0
D,Block 2,a,Site 1,Transect 1,2005,0,0,0,0
D,Block 2,a,Site 1,Transect 1,2006,3,0,54,0
D,Block 2,a,Site 1,Transect 1,2007,0,0,52,0
D,Block 2,a,Site 1,Transect 1,2008,0,0,67,0
D,Block 2,a,Site 1,Transect 1,2009,0,0,44,0
D,Block 2,a,Site 1,Transect 1,2010,0,0,66,0
D,Block 2,a,Site 1,Transect 1,2011,0,0,54,0
D,Block 2,a,Site 1,Transect 1,2012,0,0,0,0
D,Block 2,a,Site 1,Transect 1,2013,0,0,57,0
D,Block 2,a,Site 1,Transect 1,2014,0,0,59,0
D,Block 2,a,Site 1,Transect 2,2000,0,0,52,0
D,Block 2,a,Site 1,Transect 2,2001,0,0,58,0
D,Block 2,a,Site 1,Transect 2,2002,0,0,50,0
D,Block 2,a,Site 1,Transect 2,2003,0,0,66,0
D,Block 2,a,Site 1,Transect 2,2004,0,0,52,0
D,Block 2,a,Site 1,Transect 2,2005,0,0,59,0
D,Block 2,a,Site 1,Transect 2,2006,0,0,78,0
D,Block 2,a,Site 1,Transect 2,2007,0,0,71,0
D,Block 2,a,Site 1,Transect 2,2008,0,0,58,0
D,Block 2,a,Site 1,Transect 2,2009,0,0,56,0
D,Block 2,a,Site 1,Transect 2,2010,0,0,59,0
D,Block 2,a,Site 1,Transect 2,2011,0,0,0,0
D,Block 2,a,Site 1,Transect 2,2012,0,0,0,0
D,Block 2,a,Site 1,Transect 2,2013,0,0,0,0
D,Block 2,a,Site 1,Transect 2,2014,0,0,56,0
D,Block 2,a,Site 1,Transect 3,2000,0,0,37,0
D,Block 2,a,Site 1,Transect 3,2001,9,0,51,3
D,Block 2,a,Site 1,Transect 3,2002,NA,4,47,1
D,Block 2,a,Site 1,Transect 3,2003,0,0,28,0
D,Block 2,a,Site 1,Transect 3,2004,0,8,0,1
D,Block 2,a,Site 1,Transect 3,2005,0,0,56,1
D,Block 2,a,Site 1,Transect 3,2006,5,8,50,0
D,Block 2,a,Site 1,Transect 3,2007,0,2,40,0
D,Block 2,a,Site 1,Transect 3,2008,1,0,57,0
D,Block 2,a,Site 1,Transect 3,2009,0,0,56,1
D,Block 2,a,Site 1,Transect 3,2010,0,0,47,0
D,Block 2,a,Site 1,Transect 3,2011,3,3,0,0
D,Block 2,a,Site 1,Transect 3,2012,0,0,50,0
D,Block 2,a,Site 1,Transect 3,2013,6,0,32,0
D,Block 2,a,Site 1,Transect 3,2014,1,2,50,0
D,Block 2,a,Site 2,Transect 1,2000,0,0,66,1
D,Block 2,a,Site 2,Transect 1,2001,0,1,0,0
D,Block 2,a,Site 2,Transect 1,2002,0,7,43,0
D,Block 2,a,Site 2,Transect 1,2003,0,0,0,0
D,Block 2,a,Site 2,Transect 1,2004,0,4,58,0
D,Block 2,a,Site 2,Transect 1,2005,1,0,54,0
D,Block 2,a,Site 2,Transect 1,2006,5,0,NA,0
D,Block 2,a,Site 2,Transect 1,2007,0,0,0,0
D,Block 2,a,Site 2,Transect 1,2008,0,0,47,0
D,Block 2,a,Site 2,Transect 1,2009,0,0,65,0
D,Block 2,a,Site 2,Transect 1,2010,0,0,58,0
D,Block 2,a,Site 2,Transect 1,2011,0,0,0,0
D,Block 2,a,Site 2,Transect 1,2012,0,0,0,0
D,Block 2,a,Site 2,Transect 1,2013,0,0,48,0
D,Block 2,a,Site 2,Transect 1,2014,0,0,58,0
D,Block 2,a,Site 2,Transect 2,2000,0,0,66,0
D,Block 2,a,Site 2,Transect 2,2001,0,0,51,0
D,Block 2,a,Site 2,Transect 2,2002,4,0,57,0
D,Block 2,a,Site 2,Transect 2,2003,0,1,53,0
D,Block 2,a,Site 2,Transect 2,2004,0,1,51,0
D,Block 2,a,Site 2,Transect 2,2005,0,0,53,0
D,Block 2,a,Site 2,Transect 2,2006,1,0,52,0
D,Block 2,a,Site 2,Transect 2,2007,0,0,53,0
D,Block 2,a,Site 2,Transect 2,2008,0,0,67,0
D,Block 2,a,Site 2,Transect 2,2009,0,0,56,0
D,Block 2,a,Site 2,Transect 2,2010,0,0,0,0
D,Block 2,a,Site 2,Transect 2,2011,0,0,45,0
D,Block 2,a,Site 2,Transect 2,2012,0,0,0,0
D,Block 2,a,Site 2,Transect 2,2013,0,0,53,0
D,Block 2,a,Site 2,Transect 2,2014,0,0,66,0
D,Block 2,a,Site 2,Transect 3,2000,0,0,56,0
D,Block 2,a,Site 2,Transect 3,2001,0,0,51,0
D,Block 2,a,Site 2,Transect 3,2002,0,0,67,0
D,Block 2,a,Site 2,Transect 3,2003,0,0,58,0
D,Block 2,a,Site 2,Transect 3,2004,0,0,41,0
D,Block 2,a,Site 2,Transect 3,2005,0,0,0,0
D,Block 2,a,Site 2,Transect 3,2006,0,0,58,0
D,Block 2,a,Site 2,Transect 3,2007,0,0,55,0
D,Block 2,a,Site 2,Transect 3,2008,0,0,55,0
D,Block 2,a,Site 2,Transect 3,2009,0,0,57,0
D,Block 2,a,Site 2,Transect 3,2010,0,0,64,0
D,Block 2,a,Site 2,Transect 3,2011,0,0,64,0
D,Block 2,a,Site 2,Transect 3,2012,0,0,55,0
D,Block 2,a,Site 2,Transect 3,2013,0,0,62,0
D,Block 2,a,Site 2,Transect 3,2014,0,0,50,0
D,Block 2,b,Site 1,Transect 1,2000,0,0,46,0
D,Block 2,b,Site 1,Transect 1,2001,0,0,44,0
D,Block 2,b,Site 1,Transect 1,2002,2,3,54,0
D,Block 2,b,Site 1,Transect 1,2003,2,5,44,0
D,Block 2,b,Site 1,Transect 1,2004,1,0,62,0
D,Block 2,b,Site 1,Transect 1,2005,5,8,0,0
D,Block 2,b,Site 1,Transect 1,2006,8,0,0,1
D,Block 2,b,Site 1,Transect 1,2007,0,0,52,0
D,Block 2,b,Site 1,Transect 1,2008,0,0,45,0
D,Block 2,b,Site 1,Transect 1,2009,7,0,66,0
D,Block 2,b,Site 1,Transect 1,2010,5,0,43,0
D,Block 2,b,Site 1,Transect 1,2011,0,7,60,0
D,Block 2,b,Site 1,Transect 1,2012,0,1,0,0
D,Block 2,b,Site 1,Transect 1,2013,11,0,59,0
D,Block 2,b,Site 1,Transect 1,2014,5,8,40,0
D,Block 2,b,Site 1,Transect 2,2000,0,0,47,0
D,Block 2,b,Site 1,Transect 2,2001,0,0,72,0
D,Block 2,b,Site 1,Transect 2,2002,0,0,46,0
D,Block 2,b,Site 1,Transect 2,2003,0,0,0,0
D,Block 2,b,Site 1,Transect 2,2004,0,0,69,0
D,Block 2,b,Site 1,Transect 2,2005,0,0,67,0
D,Block 2,b,Site 1,Transect 2,2006,0,0,0,0
D,Block 2,b,Site 1,Transect 2,2007,0,0,64,0
D,Block 2,b,Site 1,Transect 2,2008,0,0,59,0
D,Block 2,b,Site 1,Transect 2,2009,0,0,52,0
D,Block 2,b,Site 1,Transect 2,2010,0,0,68,0
D,Block 2,b,Site 1,Transect 2,2011,0,0,49,0
D,Block 2,b,Site 1,Transect 2,2012,0,0,58,0
D,Block 2,b,Site 1,Transect 2,2013,0,0,46,0
D,Block 2,b,Site 1,Transect 2,2014,0,0,67,0
D,Block 2,b,Site 1,Transect 3,2000,0,3,48,0
D,Block 2,b,Site 1,Transect 3,2001,6,0,49,0
D,Block 2,b,Site 1,Transect 3,2002,0,0,0,0
D,Block 2,b,Site 1,Transect 3,2003,9,0,41,0
D,Block 2,b,Site 1,Transect 3,2004,11,0,47,0
D,Block 2,b,Site 1,Transect 3,2005,9,0,45,0
D,Block 2,b,Site 1,Transect 3,2006,24,0,36,0
D,Block 2,b,Site 1,Transect 3,2007,0,0,0,0
D,Block 2,b,Site 1,Transect 3,2008,0,0,43,0
D,Block 2,b,Site 1,Transect 3,2009,0,0,0,0
D,Block 2,b,Site 1,Transect 3,2010,16,0,0,0
D,Block 2,b,Site 1,Transect 3,2011,12,0,40,0
D,Block 2,b,Site 1,Transect 3,2012,0,0,51,0
D,Block 2,b,Site 1,Transect 3,2013,0,0,42,0
D,Block 2,b,Site 1,Transect 3,2014,10,0,54,3
D,Block 2,b,Site 2,Transect 1,2000,1,1,54,1
D,Block 2,b,Site 2,Transect 1,2001,4,3,41,0
D,Block 2,b,Site 2,Transect 1,2002,0,0,50,0
D,Block 2,b,Site 2,Transect 1,2003,2,1,53,0
D,Block 2,b,Site 2,Transect 1,2004,0,0,56,0
D,Block 2,b,Site 2,Transect 1,2005,13,0,46,0
D,Block 2,b,Site 2,Transect 1,2006,15,12,39,1
D,Block 2,b,Site 2,Transect 1,2007,7,0,50,1
D,Block 2,b,Site 2,Transect 1,2008,6,0,0,0
D,Block 2,b,Site 2,Transect 1,2009,8,0,45,0
D,Block 2,b,Site 2,Transect 1,2010,0,0,43,0
D,Block 2,b,Site 2,Transect 1,2011,0,0,0,0
D,Block 2,b,Site 2,Transect 1,2012,0,3,0,0
D,Block 2,b,Site 2,Transect 1,2013,12,9,55,0
D,Block 2,b,Site 2,Transect 1,2014,8,11,55,0
D,Block 2,b,Site 2,Transect 2,2000,0,0,41,0
D,Block 2,b,Site 2,Transect 2,2001,0,0,0,0
D,Block 2,b,Site 2,Transect 2,2002,5,0,62,0
D,Block 2,b,Site 2,Transect 2,2003,0,0,51,0
D,Block 2,b,Site 2,Transect 2,2004,0,0,64,0
D,Block 2,b,Site 2,Transect 2,2005,7,3,50,0
D,Block 2,b,Site 2,Transect 2,2006,14,0,0,0
D,Block 2,b,Site 2,Transect 2,2007,2,10,51,0
D,Block 2,b,Site 2,Transect 2,2008,8,4,0,0
D,Block 2,b,Site 2,Transect 2,2009,0,3,0,3
D,Block 2,b,Site 2,Transect 2,2010,10,6,41,0
D,Block 2,b,Site 2,Transect 2,2011,3,0,0,0
D,Block 2,b,Site 2,Transect 2,2012,0,0,60,0
D,Block 2,b,Site 2,Transect 2,2013,0,0,0,2
D,Block 2,b,Site 2,Transect 2,2014,9,11,50,0
D,Block 2,b,Site 2,Transect 3,2000,0,0,56,0
D,Block 2,b,Site 2,Transect 3,2001,0,0,58,0
D,Block 2,b,Site 2,Transect 3,2002,0,0,42,0
D,Block 2,b,Site 2,Transect 3,2003,0,0,63,0
D,Block 2,b,Site 2,Transect 3,2004,0,0,54,0
D,Block 2,b,Site 2,Transect 3,2005,0,1,57,0
D,Block 2,b,Site 2,Transect 3,2006,5,3,60,0
D,Block 2,b,Site 2,Transect 3,2007,0,2,0,0
D,Block 2,b,Site 2,Transect 3,2008,0,0,56,0
D,Block 2,b,Site 2,Transect 3,2009,0,0,52,0
D,Block 2,b,Site 2,Transect 3,2010,0,1,49,0
D,Block 2,b,Site 2,Transect 3,2011,0,0,60,0
D,Block 2,b,Site 2,Transect 3,2012,0,0,0,0
D,Block 2,b,Site 2,Transect 3,2013,1,0,0,0
D,Block 2,b,Site 2,Transect 3,2014,3,5,59,0
D,Block 3,a,Site 1,Transect 1,2000,0,0,54,0
D,Block 3,a,Site 1,Transect 1,2001,0,0,0,0
D,Block 3,a,Site 1,Transect 1,2002,0,0,64,0
D,Block 3,a,Site 1,Transect 1,2003,0,0,45,0
D,Block 3,a,Site 1,Transect 1,2004,0,0,55,0
D,Block 3,a,Site 1,Transect 1,2005,0,0,60,0
D,Block 3,a,Site 1,Transect 1,2006,0,0,44,0
D,Block 3,a,Site 1,Transect 1,2007,0,0,50,0
D,Block 3,a,Site 1,Transect 1,2008,0,0,51,0
D,Block 3,a,Site 1,Transect 1,2009,0,0,0,0
D,Block 3,a,Site 1,Transect 1,2010,0,0,46,0
D,Block 3,a,Site 1,Transect 1,2011,0,0,58,0
D,Block 3,a,Site 1,Transect 1,2012,0,0,60,0
D,Block 3,a,Site 1,Transect 1,2013,0,0,0,0
D,Block 3,a,Site 1,Transect 1,2014,0,0,0,0
D,Block 3,a,Site 1,Transect 2,2000,0,0,45,0
D,Block 3,a,Site 1,Transect 2,2001,14,14,46,1
D,Block 3,a,Site 1,Transect 2,2002,15,0,0,0
D,Block 3,a,Site 1,Transect 2,2003,10,13,45,0
D,Block 3,a,Site 1,Transect 2,2004,11,0,55,0
D,Block 3,a,Site 1,Transect 2,2005,17,0,49,0
D,Block 3,a,Site 1,Transect 2,2006,0,0,43,0
D,Block 3,a,Site 1,Transect 2,2007,8,9,44,0
D,Block 3,a,Site 1,Transect 2,2008,12,7,38,1
D,Block 3,a,Site 1,Transect 2,2009,13,0,0,1
D,Block 3,a,Site 1,Transect 2,2010,9,12,43,0
D,Block 3,a,Site 1,Transect 2,2011,7,9,43,0
D,Block 3,a,Site 1,Transect 2,2012,0,0,0,0
D,Block 3,a,Site 1,Transect 2,2013,0,0,0,0
D,Block 3,a,Site 1,Transect 2,2014,9,5,46,2
D,Block 3,a,Site 1,Transect 3,2000,0,0,53,2
D,Block 3,a,Site 1,Transect 3,2001,0,18,48,0
D,Block 3,a,Site 1,Transect 3,2002,22,0,38,0
D,Block 3,a,Site 1,Transect 3,2003,22,14,52,3
D,Block 3,a,Site 1,Transect 3,2004,14,12,34,0
D,Block 3,a,Site 1,Transect 3,2005,0,11,46,0
D,Block 3,a,Site 1,Transect 3,2006,NA,14,0,0
D,Block 3,a,Site 1,Transect 3,2007,0,9,42,0
D,Block 3,a,Site 1,Transect 3,2008,7,8,0,0
D,Block 3,a,Site 1,Transect 3,2009,5,9,55,0
D,Block 3,a,Site 1,Transect 3,2010,14,0,0,0
D,Block 3,a,Site 1,Transect 3,2011,5,0,0,0
D,Block 3,a,Site 1,Transect 3,2012,0,0,44,2
D,Block 3,a,Site 1,Transect 3,2013,9,10,39,0
D,Block 3,a,Site 1,Transect 3,2014,0,6,36,0
D,Block 3,a,Site 2,Transect 1,2000,0,8,40,0
D,Block 3,a,Site 2,Transect 1,2001,0,0,41,1
D,Block 3,a,Site 2,Transect 1,2002,0,0,46,3
D,Block 3,a,Site 2,Transect 1,2003,12,19,42,0
D,Block 3,a,Site 2,Transect 1,2004,0,0,44,0
D,Block 3,a,Site 2,Transect 1,2005,0,0,0,0
D,Block 3,a,Site 2,Transect 1,2006,0,10,0,0
D,Block 3,a,Site 2,Transect 1,2007,0,0,52,0
D,Block 3,a,Site 2,Transect 1,2008,3,0,41,0
D,Block 3,a,Site 2,Transect 1,2009,0,9,50,2
D,Block 3,a,Site 2,Transect 1,2010,0,0,52,2
D,Block 3,a,Site 2,Transect 1,2011,0,11,0,0
D,Block 3,a,Site 2,Transect 1,2012,7,0,55,0
D,Block 3,a,Site 2,Transect 1,2013,8,0,53,3
D,Block 3,a,Site 2,Transect 1,2014,0,0,0,1
D,Block 3,a,Site 2,Transect 2,2000,9,14,42,0
D,Block 3,a,Site 2,Transect 2,2001,0,0,53,0
D,Block 3,a,Site 2,Transect 2,2002,18,21,41,2
D,Block 3,a,Site 2,Transect 2,2003,13,12,38,0
D,Block 3,a,Site 2,Transect 2,2004,20,0,33,0
D,Block 3,a,Site 2,Transect 2,2005,6,12,55,1
D,Block 3,a,Site 2,Transect 2,2006,0,21,37,0
D,Block 3,a,Site 2,Transect 2,2007,6,0,48,0
D,Block 3,a,Site 2,Transect 2,2008,7,3,54,0
D,Block 3,a,Site 2,Transect 2,2009,8,6,0,2
D,Block 3,a,Site 2,Transect 2,2010,7,6,41,0
D,Block 3,a,Site 2,Transect 2,2011,7,0,51,0
D,Block 3,a,Site 2,Transect 2,2012,2,0,0,0
D,Block 3,a,Site 2,Transect 2,2013,7,0,46,0
D,Block 3,a,Site 2,Transect 2,2014,10,0,44,0
D,Block 3,a,Site 2,Transect 3,2000,9,5,49,0
D,Block 3,a,Site 2,Transect 3,2001,0,7,0,1
D,Block 3,a,Site 2,Transect 3,2002,12,9,0,0
D,Block 3,a,Site 2,Transect 3,2003,12,0,45,3
D,Block 3,a,Site 2,Transect 3,2004,0,9,0,2
D,Block 3,a,Site 2,Transect 3,2005,10,0,61,1
D,Block 3,a,Site 2,Transect 3,2006,8,0,36,0
D,Block 3,a,Site 2,Transect 3,2007,3,0,43,0
D,Block 3,a,Site 2,Transect 3,2008,0,0,65,0
D,Block 3,a,Site 2,Transect 3,2009,0,0,0,0
D,Block 3,a,Site 2,Transect 3,2010,0,1,46,0
